# real_gdp_quarterly,gdp_deflator_quarterly,real_household_consumption_quarterly,real_government_consumption_quarterly,real_capitalformation_quarterly
2.738357840542099439e+03,4.567280384623395584e-03,1.835553771053469973e+03,4.858235464864919777e+02,2.628090242593891162e+03
3.583249804281544129e+03,6.153833679436537460e-03,2.439772305920544568e+03,7.108843674185848158e+02,2.503502936009077530e+03
4.597887342244885076e+03,7.027752606645562734e-03,3.067557427936345448e+03,8.762647436894369548e+02,3.038945843069378498e+03
6.122596842715280218e+03,7.753634459430159415e-03,4.001346625641704122e+03,9.453598983801236955e+02,3.383630930804204127e+03
2.644888349840879528e+04,1.060245022447572731e-02,1.459883727113180612e+04,1.283276974639568834e+03,8.059041769299959014e+03
2.658287552737294027e+04,1.564427480519652372e-02,1.680872401651677137e+04,1.596937798679342677e+03,8.877852846414840315e+03
