# real_gdp_quarterly,gdp_deflator_quarterly,real_household_consumption_quarterly,real_government_consumption_quarterly,real_capitalformation_quarterly
6.710066643251799690e-03,4.169281540815930609e-03,7.789848286170908409e-03,6.484989650380690307e-03,3.335539922708719018e-02
8.329727715981768976e-03,5.066173590705040641e-03,9.066101789277900003e-03,8.506738527031647290e-03,3.623655318651158863e-02
9.372458352945960830e-03,5.477006254977353876e-03,9.745614855868299509e-03,9.882198153642982041e-03,3.784840828137593649e-02
1.059318136373098643e-02,5.693530116244190954e-03,1.076097427235544676e-02,1.051144378030424709e-02,4.054743382353139663e-02
5.219845179809507602e-02,6.422409446725500792e-03,5.030613774343543204e-02,1.190588578314871401e-02,8.519428479211550720e-02
5.665175620588948358e-02,7.250001633165763584e-03,5.390282361596965277e-02,1.248434354290159018e-02,8.767427993594816005e-02
