# real_gdp_quarterly,gdp_deflator_quarterly,real_household_consumption_quarterly,real_government_consumption_quarterly,real_capitalformation_quarterly
1.914229123753058957e+03,5.304361835833271144e-03,1.534122968469979241e+03,4.294563509616273222e+02,1.582959161382299499e+03
2.786889945818365959e+03,6.279058685772885215e-03,1.957024525328353320e+03,6.873479983926899877e+02,1.877542937591775171e+03
3.131447087445019861e+03,7.577136418398879719e-03,2.096094454013521499e+03,7.345491592318135190e+02,1.822613724742324621e+03
3.662564809661359959e+03,8.625458550855630985e-03,2.341088400565851771e+03,8.569218783997473565e+02,2.713989605705830400e+03
4.379612147614136120e+03,1.484833446379936646e-02,2.820677118618882560e+03,1.196312816234055163e+03,3.319287821519612407e+03
4.676473348459117915e+03,2.144099403015032462e-02,3.081437439993697808e+03,1.458964145849931128e+03,3.094880797414038170e+03
