omega,lambda_p,pi_bar
1.734567731618881226e-01,3.333479642868041992e+00,2.580578438937664032e-03
1.853322982788085938e-01,1.056910991668701172e+00,5.647288262844085693e-02
2.340830415487289429e-01,3.216947078704833984e+00,6.275397539138793945e-02
6.755039691925048828e-01,2.730324506759643555e+00,1.483248174190521240e-02
6.380932331085205078e-01,4.762479305267333984e+00,2.132073044776916504e-02
3.901115059852600098e-01,1.806472539901733398e+00,6.289340555667877197e-02
7.469115257263183594e-01,6.146737933158874512e-01,9.682117961347103119e-03
3.230921626091003418e-01,1.622206807136535645e+00,1.480475906282663345e-02
1.306223869323730469e-01,3.842670202255249023e+00,4.464874789118766785e-02
3.883307874202728271e-01,1.519763827323913574e+00,8.919826708734035492e-03
1.799400597810745239e-01,2.907174110412597656e+00,2.287078648805618286e-03
2.211150676012039185e-01,4.902928829193115234e+00,3.232830390334129333e-02
7.460432052612304688e-01,1.737246274948120117e+00,1.774042099714279175e-02
6.153280138969421387e-01,2.756668806076049805e+00,2.837858721613883972e-02
3.398940265178680420e-01,1.854821801185607910e+00,5.030908063054084778e-02
3.341238498687744141e-01,3.972451210021972656e+00,4.835483618080615997e-03
6.026321649551391602e-01,1.792831659317016602e+00,2.273662015795707703e-02
3.267880380153656006e-01,2.683687210083007812e-01,2.271554619073867798e-02
4.260752797126770020e-01,6.531957983970642090e-01,6.815016269683837891e-02
3.225446343421936035e-01,4.911317024379968643e-03,5.256050825119018555e-02
5.630966424942016602e-01,4.270346641540527344e+00,2.048457786440849304e-02
8.806122541427612305e-01,3.541258573532104492e+00,3.177398815751075745e-02
9.012434482574462891e-01,1.678130507469177246e+00,1.637440547347068787e-02
6.998466849327087402e-01,4.225027561187744141e+00,1.258632354438304901e-02
3.170402944087982178e-01,2.004179477691650391e+00,6.646046880632638931e-03
5.254065394401550293e-01,4.933519363403320312e+00,1.919134892523288727e-02
4.713996052742004395e-01,2.789275169372558594e+00,2.284418791532516479e-02
5.507659316062927246e-01,1.551089167594909668e+00,1.081836875528097153e-02
6.216870546340942383e-01,3.697735309600830078e+00,1.668918319046497345e-02
8.905533552169799805e-01,3.473775982856750488e-01,1.292775105684995651e-02
3.952689766883850098e-01,2.699766397476196289e+00,1.385975908488035202e-02
7.983181476593017578e-01,1.743058919906616211e+00,8.981257677078247070e-03
4.294227957725524902e-01,2.094946384429931641e+00,4.515027627348899841e-03
1.668013781309127808e-01,3.822094678878784180e+00,1.464066840708255768e-02
3.516306281089782715e-01,4.101479530334472656e+00,4.258749634027481079e-02
8.019961714744567871e-01,4.073878288269042969e+00,3.067374927923083305e-03
9.846565127372741699e-01,3.884140729904174805e+00,5.839255172759294510e-03
4.523172676563262939e-01,4.085381984710693359e+00,2.277835831046104431e-02
2.294156104326248169e-01,2.495698451995849609e+00,7.286038249731063843e-03
1.622709184885025024e-01,2.769487619400024414e+00,4.323516041040420532e-02
6.875857710838317871e-01,6.666099429130554199e-01,5.871305614709854126e-02
3.405870497226715088e-01,1.784081459045410156e+00,1.775668747723102570e-02
7.100479006767272949e-01,1.153007626533508301e+00,9.224886074662208557e-03
3.425725102424621582e-01,5.017064809799194336e-01,1.091197319328784943e-02
3.945420980453491211e-01,4.702130317687988281e+00,1.661235466599464417e-02
4.123892486095428467e-01,1.057732757180929184e-02,1.945108920335769653e-02
5.686696767807006836e-01,4.086515903472900391e+00,1.654575765132904053e-02
6.607214212417602539e-01,4.938348531723022461e-01,8.824585005640983582e-03
1.998304873704910278e-01,6.819270849227905273e-01,1.619819179177284241e-02
2.742571830749511719e-01,4.170015335083007812e+00,6.426745653152465820e-02
