omega,lambda_p,pi_bar
4.292470589280128479e-02,5.106114745140075684e-01,4.390748739242553711e-01
9.591405987739562988e-01,7.447962760925292969e-01,3.623613715171813965e-01
8.678153753280639648e-01,2.276817083358764648e+00,1.146269440650939941e+00
8.921036720275878906e-01,5.254811644554138184e-01,5.942979454994201660e-01
8.442763090133666992e-01,3.086691856384277344e+00,6.564792990684509277e-01
8.945381045341491699e-01,3.234346866607666016e+00,1.192771315574645996e+00
4.590607583522796631e-01,3.420801162719726562e+00,2.632861137390136719e-01
9.042471051216125488e-01,2.946838855743408203e+00,1.394878268241882324e+00
9.050201177597045898e-01,3.453464806079864502e-01,6.007218360900878906e-01
6.434947252273559570e-02,4.224760830402374268e-01,9.942221641540527344e-01
8.995354771614074707e-01,1.269680857658386230e+00,5.980920791625976562e-01
6.021689772605895996e-01,4.647273540496826172e+00,6.137921810150146484e-01
4.952139854431152344e-01,2.898137569427490234e-01,9.425551891326904297e-01
2.173464447259902954e-01,2.610734105110168457e-01,6.189536452293395996e-01
6.344447135925292969e-01,4.838860511779785156e+00,8.029171228408813477e-01
9.556865096092224121e-01,1.738832712173461914e+00,1.445352554321289062e+00
4.820063412189483643e-01,2.728843688964843750e+00,1.151046752929687500e-01
8.844793438911437988e-01,1.934084653854370117e+00,1.020942568778991699e+00
3.616489470005035400e-01,2.620540380477905273e+00,1.204373121261596680e+00
6.231565028429031372e-02,1.769875407218933105e+00,9.312467575073242188e-01
9.871557354927062988e-02,1.828797101974487305e+00,1.232614994049072266e+00
7.050596475601196289e-01,3.870855569839477539e+00,4.843824505805969238e-01
2.680714726448059082e-01,9.325292706489562988e-01,6.771330833435058594e-01
3.393101394176483154e-01,1.043007612228393555e+00,1.714925020933151245e-01
4.639812409877777100e-01,2.958985567092895508e+00,9.242872148752212524e-02
4.833613038063049316e-01,1.642585635185241699e+00,9.423524141311645508e-02
7.600304484367370605e-01,1.091903686523437500e+00,1.071354269981384277e+00
8.116139471530914307e-02,1.644407868385314941e+00,3.732713460922241211e-01
8.739619255065917969e-01,7.755037546157836914e-01,9.917523860931396484e-01
5.147012472152709961e-01,3.484575986862182617e+00,1.137336134910583496e+00
8.178481459617614746e-02,2.328732013702392578e+00,9.117381572723388672e-01
8.720975518226623535e-01,3.089830636978149414e+00,2.911287844181060791e-01
8.332435041666030884e-02,3.597776889801025391e+00,1.820733994245529175e-01
8.705528378486633301e-01,4.413450717926025391e+00,5.400950908660888672e-01
6.614434719085693359e-01,2.435806512832641602e+00,1.210270881652832031e+00
6.080620363354682922e-02,2.388707637786865234e+00,1.169754743576049805e+00
9.764690399169921875e-01,4.641618579626083374e-02,1.222440719604492188e+00
7.964664697647094727e-01,4.842927455902099609e+00,1.189939677715301514e-01
2.108438014984130859e-01,4.792747020721435547e+00,1.453680545091629028e-01
1.475277990102767944e-01,7.906697392463684082e-01,5.431309342384338379e-01
9.334645271301269531e-01,4.321754932403564453e+00,8.929015398025512695e-01
1.545202285051345825e-01,4.216011524200439453e+00,6.800017356872558594e-01
8.904115557670593262e-01,5.845286250114440918e-01,4.564824104309082031e-01
8.814805746078491211e-01,8.358128070831298828e-01,8.726193904876708984e-01
6.947012245655059814e-02,3.376175403594970703e+00,1.156004428863525391e+00
8.583154678344726562e-01,3.727268457412719727e+00,1.592296361923217773e-01
7.007899284362792969e-01,1.262388080358505249e-01,1.858503818511962891e-01
3.385457694530487061e-01,9.818044900894165039e-01,5.223529934883117676e-01
2.798040509223937988e-01,1.030531167984008789e+00,5.328534841537475586e-01
4.751687943935394287e-01,3.578395366668701172e+00,7.809771299362182617e-01
1.029402017593383789e-01,3.308054924011230469e+00,5.212754011154174805e-01
8.644310832023620605e-01,4.559734821319580078e+00,8.488613367080688477e-01
3.458949625492095947e-01,4.334359765052795410e-01,3.167632818222045898e-01
4.013000726699829102e-01,1.846758604049682617e+00,1.145819425582885742e+00
5.344774723052978516e-01,2.842015027999877930e+00,2.586673200130462646e-01
2.345759272575378418e-01,4.851910114288330078e+00,6.206507682800292969e-01
6.510547995567321777e-01,1.674420237541198730e+00,1.157521486282348633e+00
1.816085726022720337e-01,1.466250181198120117e+00,3.537570238113403320e-01
9.842609167098999023e-01,4.161551952362060547e+00,8.214788436889648438e-01
6.991899758577346802e-02,5.485466122627258301e-01,1.379950881004333496e+00
6.532631516456604004e-01,3.361406326293945312e-01,9.811017513275146484e-01
8.120825141668319702e-02,4.775175571441650391e+00,9.498522281646728516e-01
9.102550148963928223e-01,4.838200569152832031e+00,1.999851465225219727e-01
8.759151697158813477e-01,9.570926427841186523e-01,1.208762407302856445e+00
8.871745467185974121e-01,2.640971422195434570e+00,1.451124399900436401e-01
8.629183471202850342e-02,1.758979797363281250e+00,1.443044185638427734e+00
2.778003513813018799e-01,1.955049157142639160e+00,9.311958551406860352e-01
8.545655012130737305e-01,1.126312375068664551e+00,1.098397731781005859e+00
8.348155766725540161e-02,1.203690767288208008e+00,8.315166234970092773e-01
7.016839981079101562e-01,4.334624767303466797e+00,6.303948163986206055e-01
7.833932638168334961e-01,3.933286428451538086e+00,1.341852426528930664e+00
5.740613937377929688e-01,3.410609006881713867e+00,5.093088150024414062e-01
7.332301139831542969e-01,1.357249617576599121e+00,7.623108029365539551e-01
2.830762565135955811e-01,9.941955208778381348e-01,1.261762380599975586e+00
1.510528177022933960e-01,1.510198116302490234e+00,1.211601495742797852e+00
1.294696033000946045e-01,2.979996442794799805e+00,1.310558080673217773e+00
9.587622880935668945e-01,4.524036884307861328e+00,2.632612586021423340e-01
1.327664218842983246e-02,4.583002090454101562e+00,1.244832277297973633e-01
6.117011904716491699e-01,4.696053981781005859e+00,3.403684124350547791e-02
4.501296877861022949e-01,1.109902620315551758e+00,4.416304826736450195e-01
1.696602404117584229e-01,4.507825851440429688e+00,4.591837227344512939e-01
3.114973604679107666e-01,6.070720553398132324e-01,4.035136103630065918e-02
6.316283345222473145e-01,4.884691715240478516e+00,7.414729595184326172e-01
4.072185978293418884e-02,1.757534146308898926e+00,5.874576568603515625e-01
3.153222426772117615e-02,1.977755427360534668e+00,8.207639455795288086e-01
8.833485245704650879e-01,4.837591648101806641e-01,7.614283561706542969e-01
5.524421930313110352e-01,4.705819606781005859e+00,4.470555782318115234e-01
8.430253267288208008e-01,1.337526559829711914e+00,6.908129453659057617e-01
7.669283151626586914e-01,1.508770227432250977e+00,2.613026499748229980e-01
7.404243946075439453e-01,1.163895368576049805e+00,5.126409530639648438e-01
7.840641736984252930e-01,2.652596712112426758e+00,5.856182575225830078e-01
5.700047612190246582e-01,2.410204887390136719e+00,3.159038424491882324e-01
2.281894385814666748e-01,2.560697555541992188e+00,8.710477352142333984e-01
5.908179879188537598e-01,3.548930168151855469e+00,6.985357999801635742e-01
