omega,lambda_p,pi_bar
1.242561787366867065e-01,2.931341171264648438e+00,6.654351353645324707e-01
4.938653409481048584e-01,2.513406515121459961e+00,7.482592463493347168e-01
7.829011976718902588e-02,2.944643020629882812e+00,6.637520790100097656e-01
8.700601458549499512e-01,2.737988531589508057e-01,6.191054359078407288e-02
9.541806578636169434e-01,4.192427635192871094e+00,2.465868592262268066e-01
3.417007625102996826e-01,7.760607600212097168e-01,5.698486566543579102e-01
3.252000510692596436e-01,3.320701360702514648e+00,6.937927603721618652e-01
5.804105103015899658e-02,3.865970969200134277e-01,4.565596282482147217e-01
3.859478235244750977e-01,4.608893394470214844e+00,5.127226710319519043e-01
4.542728066444396973e-01,1.586752533912658691e+00,5.896087363362312317e-02
8.238459229469299316e-01,2.347737312316894531e+00,5.830431580543518066e-01
3.705750405788421631e-01,7.711268663406372070e-01,6.024140715599060059e-01
9.573390483856201172e-01,2.681719303131103516e+00,5.469255447387695312e-01
1.822020560503005981e-01,6.827001571655273438e-01,2.064639776945114136e-01
4.127486646175384521e-01,2.007442712783813477e+00,5.076050758361816406e-01
2.118360102176666260e-01,1.661819696426391602e+00,5.237672924995422363e-01
9.187178611755371094e-01,2.375816822052001953e+00,8.213405013084411621e-01
4.516541957855224609e-01,1.793586254119873047e+00,9.608336687088012695e-01
6.686469316482543945e-01,4.953247070312500000e+00,6.915605664253234863e-01
2.832417935132980347e-02,8.085506558418273926e-01,1.268980354070663452e-01
7.587900757789611816e-01,1.081837058067321777e+00,3.526512682437896729e-01
7.490496039390563965e-01,2.358116865158081055e+00,2.752284705638885498e-01
7.924901843070983887e-01,3.339401245117187500e+00,9.597310423851013184e-02
8.289945721626281738e-01,3.589387178421020508e+00,7.455766797065734863e-01
1.707855612039566040e-02,2.398749351501464844e+00,4.928668141365051270e-01
9.559873342514038086e-01,4.181929111480712891e+00,8.473497629165649414e-01
2.538517117500305176e-01,2.512958526611328125e+00,1.065272539854049683e-01
4.113396704196929932e-01,4.491867542266845703e+00,8.476244658231735229e-02
5.151615142822265625e-01,1.854346156120300293e+00,6.471295952796936035e-01
6.747290492057800293e-01,1.999028205871582031e+00,8.062787652015686035e-01
5.266633629798889160e-01,1.228082299232482910e+00,3.198645412921905518e-01
6.834405660629272461e-01,3.009407520294189453e+00,6.126232743263244629e-01
5.838403701782226562e-01,1.957131266593933105e+00,2.415179312229156494e-01
4.249483942985534668e-01,3.063382148742675781e+00,1.070889830589294434e-01
7.064691931009292603e-02,2.668465614318847656e+00,5.330014824867248535e-01
7.572831511497497559e-01,3.547862291336059570e+00,5.268207192420959473e-01
4.398047327995300293e-01,2.532642781734466553e-01,3.433618247509002686e-01
8.426187038421630859e-01,3.393783867359161377e-01,8.749644160270690918e-01
7.740377634763717651e-02,4.946207046508789062e+00,2.602047920227050781e-01
4.037788212299346924e-01,2.496833562850952148e+00,7.820358872413635254e-01
5.526999831199645996e-01,1.136510014533996582e+00,6.621293425559997559e-01
3.530908748507499695e-02,1.270818591117858887e+00,2.721349000930786133e-01
3.233303427696228027e-01,2.143679141998291016e+00,1.514180153608322144e-01
3.357133269309997559e-01,1.984937310218811035e+00,9.474310278892517090e-01
5.276745557785034180e-01,2.757842779159545898e+00,7.966042160987854004e-01
6.533830165863037109e-01,1.053483605384826660e+00,5.068405270576477051e-01
6.528681516647338867e-01,1.251888751983642578e+00,8.744523674249649048e-02
3.117064572870731354e-02,3.387996852397918701e-01,8.826763629913330078e-01
4.956178367137908936e-01,9.436414837837219238e-01,8.416472077369689941e-01
1.378452479839324951e-01,4.537814140319824219e+00,4.133547842502593994e-01
2.622019648551940918e-01,4.499338150024414062e+00,2.101639062166213989e-01
4.600042700767517090e-01,3.698717117309570312e+00,6.320209503173828125e-01
7.021409869194030762e-01,3.115852832794189453e+00,8.603740334510803223e-01
1.325947642326354980e-01,1.559110522270202637e+00,1.212132629007101059e-02
9.448479413986206055e-01,4.404913902282714844e+00,2.630836367607116699e-01
3.868661820888519287e-01,1.284508585929870605e+00,1.081273108720779419e-01
6.569116711616516113e-01,5.092900991439819336e-01,6.888018250465393066e-01
6.926085352897644043e-01,2.312934398651123047e+00,2.676289975643157959e-01
9.195375442504882812e-02,3.406798124313354492e+00,8.732537627220153809e-01
1.842950582504272461e-01,1.812365293502807617e+00,1.402789801359176636e-01
1.869547814130783081e-01,2.177019119262695312e+00,8.803558945655822754e-01
3.005367517471313477e-01,1.771740078926086426e+00,1.095782592892646790e-01
1.708642393350601196e-01,3.327954530715942383e+00,2.824752926826477051e-01
9.797828197479248047e-01,4.107557296752929688e+00,8.470692634582519531e-01
1.245856657624244690e-01,4.334403514862060547e+00,2.178279012441635132e-01
1.158003881573677063e-01,1.728849530220031738e+00,9.248974323272705078e-01
9.299793839454650879e-01,1.396698355674743652e+00,5.772550702095031738e-01
9.816145896911621094e-01,2.388920783996582031e+00,6.976922154426574707e-01
7.341238111257553101e-02,4.117646217346191406e+00,9.374920725822448730e-01
7.119428515434265137e-01,8.065525889396667480e-01,2.897089719772338867e-01
7.655595541000366211e-01,1.103303909301757812e+00,4.014559388160705566e-01
4.771710932254791260e-01,1.230330705642700195e+00,8.162667751312255859e-01
7.675024215131998062e-03,1.660307794809341431e-01,6.883931756019592285e-01
8.663044869899749756e-02,2.427702426910400391e+00,6.671055555343627930e-01
6.507273912429809570e-01,1.193323373794555664e+00,8.052167892456054688e-01
5.232300758361816406e-01,2.415216684341430664e+00,8.831700682640075684e-01
1.586139649152755737e-01,4.465829849243164062e+00,3.731202706694602966e-02
