omega,lambda_p,pi_bar
3.020965158939361572e-01,2.384840011596679688e+00,9.827041067183017731e-03
1.791788078844547272e-02,2.578641653060913086e+00,2.182521484792232513e-02
4.328216314315795898e-01,3.340942382812500000e+00,6.592983007431030273e-02
1.894675791263580322e-01,2.770742177963256836e+00,2.407534793019294739e-02
4.240918159484863281e-02,3.668512105941772461e+00,8.425782620906829834e-02
3.599745929241180420e-01,1.549251556396484375e+00,1.595521159470081329e-02
6.429278850555419922e-02,1.367221474647521973e+00,1.479568891227245331e-02
3.611471951007843018e-01,2.377038717269897461e+00,3.510484471917152405e-03
1.616427004337310791e-01,3.014147043228149414e+00,5.683548375964164734e-02
1.399342566728591919e-01,5.932168364524841309e-01,4.370801616460084915e-03
2.632569968700408936e-01,3.554076194763183594e+00,1.256435737013816833e-02
5.467718839645385742e-02,4.803038835525512695e-01,9.880528785288333893e-03
8.156827650964260101e-03,1.084721922874450684e+00,4.324640147387981415e-03
1.781110763549804688e-01,6.882864832878112793e-01,1.798765384592115879e-03
2.491400539875030518e-01,1.892955422401428223e+00,2.578209899365901947e-02
1.037493199110031128e-01,2.009221315383911133e+00,5.097296088933944702e-03
1.084949746727943420e-01,3.778141021728515625e+00,3.627938032150268555e-02
1.772018074989318848e-01,4.366960525512695312e+00,6.713054608553647995e-03
4.208698868751525879e-01,2.807917118072509766e+00,2.351223863661289215e-02
6.285559386014938354e-02,2.082456350326538086e+00,1.582635752856731415e-02
6.494010090827941895e-01,5.627557039260864258e-01,7.021840196102857590e-03
3.551027551293373108e-02,2.670129776000976562e+00,8.033680915832519531e-02
5.724659562110900879e-02,4.330212116241455078e+00,1.709070429205894470e-02
2.497745454311370850e-01,3.626016855239868164e+00,9.042601101100444794e-03
1.248101517558097839e-01,3.066528558731079102e+00,1.692158170044422150e-02
2.316920161247253418e-01,2.344573020935058594e+00,4.532725736498832703e-02
4.036991298198699951e-02,4.979321002960205078e+00,1.341099478304386139e-02
3.906945586204528809e-01,1.870225310325622559e+00,9.111254476010799408e-03
7.656544446945190430e-01,3.904295921325683594e+00,2.354472130537033081e-02
2.913179993629455566e-01,6.120312213897705078e-01,2.702764235436916351e-02
3.543663918972015381e-01,2.097481012344360352e+00,2.325765788555145264e-02
3.227348625659942627e-01,6.001977920532226562e-01,1.317275781184434891e-02
2.549511194229125977e-01,4.072316169738769531e+00,4.762191325426101685e-02
4.011557102203369141e-01,4.243128299713134766e+00,8.338598534464836121e-03
1.797314882278442383e-01,2.475739002227783203e+00,1.170127419754862785e-03
2.452356554567813873e-02,3.773345470428466797e+00,2.560882642865180969e-02
2.137477546930313110e-01,4.521021842956542969e+00,2.217575535178184509e-02
3.429289460182189941e-01,1.680782198905944824e+00,1.190733537077903748e-02
3.579649925231933594e-01,4.379074573516845703e+00,3.708774596452713013e-02
2.436188757419586182e-01,2.981988430023193359e+00,2.676245523616671562e-03
1.692680418491363525e-01,4.012006282806396484e+00,7.365269958972930908e-02
1.964818090200424194e-01,7.338707447052001953e-01,3.883957862854003906e-02
1.881571561098098755e-01,4.120380878448486328e+00,9.523686021566390991e-03
1.071129068732261658e-01,1.515125185251235962e-01,1.465525757521390915e-02
1.107897013425827026e-01,1.762577891349792480e-01,6.912558339536190033e-03
3.197085857391357422e-01,5.955555438995361328e-01,3.553044423460960388e-02
1.408841162919998169e-01,4.667262554168701172e+00,3.874935954809188843e-02
3.414053916931152344e-01,2.927583932876586914e+00,1.974558643996715546e-02
3.643937110900878906e-01,3.531449079513549805e+00,5.131571087986230850e-03
3.618044033646583557e-02,8.493353724479675293e-01,2.168842032551765442e-02
2.162360996007919312e-01,2.045194387435913086e+00,9.209095686674118042e-02
3.049601987004280090e-02,2.992760658264160156e+00,3.315934538841247559e-02
3.358176052570343018e-01,3.253123760223388672e+00,5.428778007626533508e-03
3.852447569370269775e-01,2.333843708038330078e+00,7.911564782261848450e-03
1.554553657770156860e-01,4.195071697235107422e+00,3.101265244185924530e-02
2.096462622284889221e-02,2.772622585296630859e+00,3.818609565496444702e-02
4.258791506290435791e-01,2.626632153987884521e-01,1.880365237593650818e-02
5.956096053123474121e-01,1.212811589241027832e+00,1.173247490078210831e-02
2.853379957377910614e-02,3.114527940750122070e+00,5.063584074378013611e-02
2.172899693250656128e-01,4.344599723815917969e+00,2.336412202566862106e-03
4.065038561820983887e-01,1.252170801162719727e-01,6.199846044182777405e-03
2.547638714313507080e-01,4.153815746307373047e+00,1.876645721495151520e-02
4.094714820384979248e-01,9.501584172248840332e-01,6.180126219987869263e-02
1.638020128011703491e-01,2.114208698272705078e+00,3.668079618364572525e-03
1.666689217090606689e-01,4.117000579833984375e+00,3.398554399609565735e-02
