omega,lambda_p,pi_bar
6.968056410551071167e-02,2.500958919525146484e+00,2.413901686668395996e-02
1.520689725875854492e-01,4.155549526214599609e+00,1.977704092860221863e-02
1.587268896400928497e-02,2.718681573867797852e+00,1.308282651007175446e-02
2.366348952054977417e-01,1.503247022628784180e-01,2.339759655296802521e-02
2.617840468883514404e-01,3.695358753204345703e+00,1.423983927816152573e-02
8.615041524171829224e-02,4.179159164428710938e+00,3.974064067006111145e-02
1.837495565414428711e-01,2.810686111450195312e+00,1.830495893955230713e-02
2.031775116920471191e-01,3.392630577087402344e+00,1.779101788997650146e-02
1.100490689277648926e-01,4.663072109222412109e+00,1.347679272294044495e-02
6.571853160858154297e-02,1.591135412454605103e-01,1.007921714335680008e-02
1.144257932901382446e-01,1.817258715629577637e+00,2.964776381850242615e-02
3.476510941982269287e-01,4.948833465576171875e+00,1.641040295362472534e-02
5.488818138837814331e-02,4.582775115966796875e+00,4.114748165011405945e-02
4.157165810465812683e-02,1.283894300460815430e+00,1.341771055012941360e-02
1.314732581377029419e-01,2.006096839904785156e+00,1.667032204568386078e-02
1.694204211235046387e-01,3.561824321746826172e+00,2.414507046341896057e-02
1.138093229383230209e-02,7.556584477424621582e-01,3.259513527154922485e-02
1.936713419854640961e-02,1.399471759796142578e+00,1.746663637459278107e-02
1.949871182441711426e-01,3.126474857330322266e+00,1.131031569093465805e-02
6.758423149585723877e-02,6.144023537635803223e-01,3.972092643380165100e-02
2.230402529239654541e-01,1.003820061683654785e+00,1.284365355968475342e-02
3.281495766714215279e-03,4.878074169158935547e+00,1.763063669204711914e-02
2.006922475993633270e-02,1.267505049705505371e+00,1.906200312077999115e-02
1.634681373834609985e-01,1.812327057123184204e-01,9.807398542761802673e-03
6.614267081022262573e-02,7.908421158790588379e-01,2.196798846125602722e-02
4.011841490864753723e-02,1.316323637962341309e+00,1.749208942055702209e-02
1.351619809865951538e-01,1.428597569465637207e-01,5.871774628758430481e-03
1.582120209932327271e-01,1.324924111366271973e+00,5.093827378004789352e-03
6.671670079231262207e-02,1.202961325645446777e+00,1.980890892446041107e-02
2.500688731670379639e-01,4.563044071197509766e+00,2.237871661782264709e-02
3.203159943222999573e-02,1.263637781143188477e+00,1.135687809437513351e-02
1.917611435055732727e-02,1.474889993667602539e+00,2.075365185737609863e-02
4.295204579830169678e-02,4.611732006072998047e+00,2.106846310198307037e-02
2.006469368934631348e-01,1.309854269027709961e+00,2.790691517293453217e-02
1.380490139126777649e-03,2.836241006851196289e+00,1.448816992342472076e-02
1.408594697713851929e-01,1.492394804954528809e+00,1.739746518433094025e-02
1.485349386930465698e-01,4.182826042175292969e+00,2.043677121400833130e-02
1.662964224815368652e-01,1.413020789623260498e-01,1.356215588748455048e-02
4.780753701925277710e-02,1.158518910408020020e+00,9.275247342884540558e-03
4.043783992528915405e-02,3.631086111068725586e+00,2.025730162858963013e-02
5.815826356410980225e-02,4.528903961181640625e+00,1.675806567072868347e-02
8.240506052970886230e-02,4.655168533325195312e+00,1.510444376617670059e-02
7.987274974584579468e-02,3.009405374526977539e+00,1.828752271831035614e-02
1.167315319180488586e-01,4.702019691467285156e+00,5.275108851492404938e-03
7.824727892875671387e-02,1.372767448425292969e+00,1.380303688347339630e-02
6.240721046924591064e-02,5.260878801345825195e-01,1.198251545429229736e-02
1.209536194801330566e-01,4.378476619720458984e+00,2.438010461628437042e-02
4.931380972266197205e-02,3.103415489196777344e+00,1.106829755008220673e-02
9.483819454908370972e-02,2.820153474807739258e+00,1.895930990576744080e-02
1.038460135459899902e-01,3.588998317718505859e+00,1.194821484386920929e-02
1.602657735347747803e-01,1.292975187301635742e+00,9.680285118520259857e-03
8.476316928863525391e-02,3.367953538894653320e+00,1.128325797617435455e-02
1.389187425374984741e-01,2.523622512817382812e+00,1.859095133841037750e-02
7.293037325143814087e-02,2.444292306900024414e+00,9.934150613844394684e-03
9.003325551748275757e-02,5.233142375946044922e-01,1.246500108391046524e-02
1.773883402347564697e-01,4.426401138305664062e+00,2.036160044372081757e-02
2.581516504287719727e-01,4.688514232635498047e+00,2.222350984811782837e-02
2.179265916347503662e-01,2.792274713516235352e+00,1.223845127969980240e-02
1.434710174798965454e-01,1.246209383010864258e+00,2.089856378734111786e-02
5.585545673966407776e-02,1.599914312362670898e+00,1.145631354302167892e-02
9.904789924621582031e-02,3.667219877243041992e+00,2.106349542737007141e-02
2.035567611455917358e-01,3.367413043975830078e+00,1.427041552960872650e-02
3.689643368124961853e-02,6.776390969753265381e-02,1.776447705924510956e-02
2.298389673233032227e-01,2.728853940963745117e+00,1.179890614002943039e-02
1.416227370500564575e-01,1.258252024650573730e+00,1.838742382824420929e-02
1.282885223627090454e-01,2.695654630661010742e+00,2.496792376041412354e-02
1.076395437121391296e-01,9.510633945465087891e-01,2.842039056122303009e-02
3.426706418395042419e-02,3.466791391372680664e+00,1.402503345161676407e-02
5.617422983050346375e-02,3.575534343719482422e+00,1.752095855772495270e-02
4.976605251431465149e-02,4.101611614227294922e+00,1.571192219853401184e-02
6.573370192199945450e-03,1.588899731636047363e+00,8.428181521594524384e-03
1.022203341126441956e-01,2.143875598907470703e+00,4.057326912879943848e-02
6.704333424568176270e-02,4.141460418701171875e+00,9.125525131821632385e-03
3.000942766666412354e-01,3.276903152465820312e+00,1.025196257978677750e-02
6.560781598091125488e-02,4.314725399017333984e+00,2.054536528885364532e-02
